movie_id_6869,HM_id_3614,False
movie_id_7682,HM_id_2527,True
movie_id_6610,HM_id_1011,False
movie_id_7572,HM_id_1000,False
movie_id_4189,HM_id_1069,False
movie_id_6362,HM_id_1000,False
movie_id_2544,HM_id_1225,True
movie_id_3620,HM_id_1257,False
movie_id_2590,HM_id_1034,False
movie_id_8287,HM_id_1729,True
movie_id_2989,HM_id_1185,False
movie_id_1137,HM_id_1000,False
movie_id_9495,HM_id_1083,False
movie_id_3196,HM_id_1084,False
movie_id_2676,HM_id_4490,True
movie_id_6700,HM_id_1069,False
movie_id_201,HM_id_1011,False
movie_id_8000,HM_id_1000,False
movie_id_1380,HM_id_1224,False
movie_id_8806,HM_id_1098,False
movie_id_6965,HM_id_1000,False
movie_id_717,HM_id_1415,False
movie_id_2795,HM_id_3626,False
movie_id_2668,HM_id_1000,False
movie_id_1110,HM_id_1000,False
movie_id_1761,HM_id_2208,False
movie_id_3739,HM_id_3038,True
movie_id_1266,HM_id_1000,False
movie_id_8110,HM_id_1000,False
movie_id_859,HM_id_4374,False
movie_id_8676,HM_id_1011,False
movie_id_3093,HM_id_1007,False
movie_id_9488,HM_id_1034,False
movie_id_2945,HM_id_2104,False
movie_id_7524,HM_id_3342,True
movie_id_681,HM_id_1011,False
movie_id_7344,HM_id_1069,False
movie_id_2266,HM_id_2736,False
movie_id_8766,HM_id_1828,True
movie_id_6317,HM_id_1011,False
movie_id_7405,HM_id_4350,False
movie_id_1673,HM_id_1075,False
movie_id_420,HM_id_2380,True
movie_id_7099,HM_id_1018,False
movie_id_1864,HM_id_3574,True
movie_id_7961,HM_id_1415,False
movie_id_2960,HM_id_3486,True
movie_id_8630,HM_id_4560,False
movie_id_797,HM_id_1554,True
movie_id_6946,HM_id_4234,False
movie_id_1472,HM_id_2192,False
movie_id_8104,HM_id_4038,True
movie_id_2935,HM_id_1007,False
movie_id_8803,HM_id_1018,False
movie_id_3381,HM_id_1730,False
movie_id_3255,HM_id_2769,True
movie_id_4117,HM_id_3367,True
movie_id_443,HM_id_1000,False
movie_id_1456,HM_id_2755,True
movie_id_550,HM_id_1224,False
movie_id_774,HM_id_2143,True
movie_id_913,HM_id_1781,False
movie_id_3332,HM_id_2760,False
movie_id_1972,HM_id_1658,True
movie_id_4646,HM_id_1007,False
movie_id_2286,HM_id_3184,False
movie_id_4572,HM_id_3268,False
movie_id_7905,HM_id_1018,False
movie_id_3648,HM_id_2095,True
movie_id_2384,HM_id_1224,False
movie_id_2051,HM_id_3067,False
