movie_id_1231,HM_id_4186,False
movie_id_6674,HM_id_2369,True
movie_id_2180,HM_id_1779,False
movie_id_4070,HM_id_3213,True
movie_id_1652,HM_id_4804,False
movie_id_4819,HM_id_4415,True
movie_id_4936,HM_id_4133,False
movie_id_6552,HM_id_3608,False
movie_id_6630,HM_id_4776,False
movie_id_6391,HM_id_4592,False
movie_id_6351,HM_id_1206,False
movie_id_1139,HM_id_1933,True
movie_id_5414,HM_id_2155,False
movie_id_392,HM_id_2301,True
movie_id_13,HM_id_1942,False
movie_id_9529,HM_id_1596,False
movie_id_4548,HM_id_2263,True
movie_id_3573,HM_id_2496,True
movie_id_3437,HM_id_1702,False
movie_id_4210,HM_id_4658,False
movie_id_1278,HM_id_4828,True
movie_id_5985,HM_id_3861,True
movie_id_2278,HM_id_4801,True
movie_id_2326,HM_id_2896,True
movie_id_3121,HM_id_3094,True
movie_id_7453,HM_id_2428,True
movie_id_255,HM_id_3233,True
movie_id_145,HM_id_1499,True
movie_id_8007,HM_id_2552,False
movie_id_2103,HM_id_2407,False
movie_id_8070,HM_id_3532,False
movie_id_1683,HM_id_1772,True
movie_id_6025,HM_id_4531,True
movie_id_630,HM_id_3225,True
movie_id_2154,HM_id_4410,True
movie_id_5763,HM_id_4416,True
movie_id_9236,HM_id_4589,True
movie_id_7427,HM_id_4553,True
movie_id_8060,HM_id_3302,False
movie_id_5847,HM_id_3316,False
movie_id_8766,HM_id_1555,False
movie_id_3835,HM_id_1725,False
movie_id_4205,HM_id_3303,True
movie_id_7930,HM_id_4194,True
movie_id_793,HM_id_4831,False
movie_id_5915,HM_id_1998,False
movie_id_2971,HM_id_2888,True
movie_id_1393,HM_id_1972,True
movie_id_7611,HM_id_2109,True
movie_id_1935,HM_id_1936,True
movie_id_744,HM_id_1057,False
movie_id_8923,HM_id_1806,False
movie_id_469,HM_id_2708,True
movie_id_2863,HM_id_2384,True
movie_id_4740,HM_id_2131,False
movie_id_3004,HM_id_4078,True
movie_id_1691,HM_id_3015,True
movie_id_8103,HM_id_1097,False
movie_id_2534,HM_id_4026,True
movie_id_6620,HM_id_1254,True
movie_id_6122,HM_id_2158,True
movie_id_6412,HM_id_3074,False
movie_id_6025,HM_id_3771,False
movie_id_8200,HM_id_1642,False
movie_id_4088,HM_id_4063,True
movie_id_409,HM_id_1634,True
movie_id_1296,HM_id_3621,False
movie_id_5486,HM_id_2316,False
movie_id_5480,HM_id_1102,False
movie_id_5588,HM_id_1241,False
movie_id_367,HM_id_1487,True
movie_id_329,HM_id_2783,True
movie_id_59,HM_id_2062,False
movie_id_2828,HM_id_4619,False
movie_id_4251,HM_id_3202,False
movie_id_1310,HM_id_3523,True
movie_id_1878,HM_id_4056,True
movie_id_8974,HM_id_3517,False
movie_id_6167,HM_id_3173,True
movie_id_5232,HM_id_1024,False
movie_id_3068,HM_id_3096,True
movie_id_8358,HM_id_3391,True
movie_id_3364,HM_id_2946,False
movie_id_4393,HM_id_3573,True
movie_id_7778,HM_id_3399,True
movie_id_2632,HM_id_2879,True
movie_id_2925,HM_id_3944,False
movie_id_2834,HM_id_4881,False
movie_id_6165,HM_id_2017,False
movie_id_559,HM_id_4700,True
movie_id_9405,HM_id_1592,True
movie_id_6493,HM_id_2127,True
movie_id_3343,HM_id_3229,False
movie_id_6775,HM_id_1627,False
movie_id_3395,HM_id_3366,True
movie_id_9514,HM_id_3412,False
movie_id_1494,HM_id_3108,True
movie_id_5078,HM_id_2912,False
movie_id_2379,HM_id_1131,False
movie_id_1905,HM_id_3272,False
movie_id_8426,HM_id_2475,True
movie_id_2049,HM_id_1918,False
movie_id_8498,HM_id_2899,True
movie_id_6266,HM_id_3829,True
movie_id_707,HM_id_2716,True
movie_id_4832,HM_id_1096,True
movie_id_7323,HM_id_2025,False
movie_id_5428,HM_id_3503,False
movie_id_1506,HM_id_4730,False
movie_id_9121,HM_id_4760,False
movie_id_7349,HM_id_3231,False
movie_id_2045,HM_id_1393,True
movie_id_3370,HM_id_4079,False
movie_id_5041,HM_id_2628,False
movie_id_1652,HM_id_3501,True
movie_id_4324,HM_id_3586,False
movie_id_9158,HM_id_4819,True
movie_id_791,HM_id_3727,False
movie_id_4365,HM_id_1426,False
movie_id_5793,HM_id_1359,False
movie_id_2425,HM_id_3178,False
movie_id_368,HM_id_2223,False
movie_id_3209,HM_id_4650,True
movie_id_1453,HM_id_2722,True
movie_id_7630,HM_id_3367,False
movie_id_588,HM_id_2567,True
movie_id_7842,HM_id_3531,False
movie_id_1388,HM_id_4257,True
movie_id_6383,HM_id_4612,True
movie_id_3547,HM_id_2183,False
