movie_id_1578,HM_id_4041,TRUE
movie_id_2167,HM_id_1585,TRUE
movie_id_1636,HM_id_2622,TRUE
movie_id_81,HM_id_4716,TRUE
movie_id_88,HM_id_3433,TRUE
movie_id_1942,HM_id_3433,TRUE
movie_id_100,HM_id_2554,TRUE
movie_id_102,HM_id_3657,TRUE
movie_id_119,HM_id_3645,TRUE
movie_id_139,HM_id_4552,TRUE
movie_id_142,HM_id_2555,TRUE
movie_id_143,HM_id_1558,TRUE
movie_id_5925,HM_id_1558,TRUE
movie_id_145,HM_id_1499,TRUE
movie_id_148,HM_id_2546,TRUE
movie_id_4294,HM_id_2546,TRUE
movie_id_151,HM_id_1493,TRUE
movie_id_3139,HM_id_1493,TRUE
movie_id_158,HM_id_1880,TRUE
movie_id_160,HM_id_3064,TRUE
movie_id_162,HM_id_2338,TRUE
movie_id_169,HM_id_3238,TRUE
movie_id_171,HM_id_1221,TRUE
movie_id_173,HM_id_3298,TRUE
movie_id_178,HM_id_1335,TRUE
movie_id_180,HM_id_2635,TRUE
movie_id_1510,HM_id_2635,TRUE
movie_id_183,HM_id_2781,TRUE
movie_id_189,HM_id_3180,TRUE
movie_id_194,HM_id_3235,TRUE
movie_id_202,HM_id_3232,TRUE
movie_id_205,HM_id_1771,TRUE
movie_id_207,HM_id_2939,TRUE
movie_id_210,HM_id_1320,TRUE
movie_id_211,HM_id_2634,TRUE
movie_id_214,HM_id_3126,TRUE
movie_id_216,HM_id_2825,TRUE
movie_id_221,HM_id_2490,TRUE
movie_id_223,HM_id_1686,TRUE
movie_id_227,HM_id_3234,TRUE
movie_id_231,HM_id_2491,TRUE
movie_id_243,HM_id_3566,TRUE
movie_id_244,HM_id_2674,TRUE
movie_id_246,HM_id_3610,TRUE
movie_id_249,HM_id_2413,TRUE
movie_id_255,HM_id_3233,TRUE
movie_id_256,HM_id_1916,TRUE
movie_id_4745,HM_id_1916,TRUE
movie_id_263,HM_id_3236,TRUE
movie_id_264,HM_id_2017,TRUE
movie_id_265,HM_id_1243,TRUE
movie_id_271,HM_id_3939,TRUE
movie_id_273,HM_id_2802,TRUE
movie_id_278,HM_id_2824,TRUE
movie_id_286,HM_id_2675,TRUE
movie_id_287,HM_id_3995,TRUE
movie_id_290,HM_id_1633,TRUE
movie_id_292,HM_id_3118,TRUE
movie_id_297,HM_id_2826,TRUE
movie_id_298,HM_id_2890,TRUE
movie_id_299,HM_id_2229,TRUE
movie_id_305,HM_id_3903,TRUE
movie_id_3467,HM_id_3903,TRUE
movie_id_306,HM_id_3830,TRUE
movie_id_309,HM_id_2029,TRUE
movie_id_316,HM_id_3237,TRUE
movie_id_322,HM_id_3484,TRUE
movie_id_327,HM_id_3550,TRUE
movie_id_329,HM_id_2783,TRUE
movie_id_338,HM_id_4103,TRUE
movie_id_340,HM_id_1481,TRUE
movie_id_341,HM_id_4005,TRUE
movie_id_343,HM_id_1994,TRUE
movie_id_345,HM_id_1360,TRUE
movie_id_345,HM_id_2068,TRUE
movie_id_6657,HM_id_1360,TRUE
movie_id_6657,HM_id_2068,TRUE
movie_id_348,HM_id_2827,TRUE
movie_id_355,HM_id_4016,TRUE
movie_id_356,HM_id_3006,TRUE
movie_id_358,HM_id_4738,TRUE
movie_id_359,HM_id_1405,TRUE
movie_id_360,HM_id_3249,TRUE
movie_id_361,HM_id_2406,TRUE
movie_id_363,HM_id_2499,TRUE
movie_id_367,HM_id_1487,TRUE
movie_id_368,HM_id_2065,TRUE
movie_id_376,HM_id_3831,TRUE
movie_id_378,HM_id_3477,TRUE
movie_id_379,HM_id_2355,TRUE
movie_id_381,HM_id_2210,TRUE
movie_id_387,HM_id_1539,TRUE
movie_id_388,HM_id_3303,TRUE
movie_id_388,HM_id_3304,TRUE
movie_id_4205,HM_id_3303,TRUE
movie_id_4205,HM_id_3304,TRUE
movie_id_390,HM_id_3149,TRUE
movie_id_392,HM_id_2301,TRUE
movie_id_394,HM_id_3516,TRUE
movie_id_654,HM_id_3516,TRUE
movie_id_827,HM_id_3516,TRUE
movie_id_396,HM_id_2422,TRUE
movie_id_397,HM_id_3531,TRUE
movie_id_398,HM_id_4856,TRUE
movie_id_399,HM_id_1430,TRUE
movie_id_402,HM_id_3913,TRUE
movie_id_1546,HM_id_3913,TRUE
movie_id_403,HM_id_3069,TRUE
movie_id_405,HM_id_2851,TRUE
movie_id_408,HM_id_2414,TRUE
movie_id_409,HM_id_1634,TRUE
movie_id_411,HM_id_1518,TRUE
movie_id_420,HM_id_2380,TRUE
movie_id_2322,HM_id_2380,TRUE
movie_id_423,HM_id_2060,TRUE
movie_id_995,HM_id_2060,TRUE
movie_id_425,HM_id_3808,TRUE
movie_id_427,HM_id_3343,TRUE
movie_id_428,HM_id_2572,TRUE
movie_id_429,HM_id_2354,TRUE
movie_id_434,HM_id_2393,TRUE
movie_id_437,HM_id_3125,TRUE
movie_id_441,HM_id_4206,TRUE
movie_id_442,HM_id_2023,TRUE
movie_id_447,HM_id_3255,TRUE
movie_id_449,HM_id_1355,TRUE
movie_id_450,HM_id_3167,TRUE
movie_id_454,HM_id_2568,TRUE
movie_id_455,HM_id_3124,TRUE
movie_id_459,HM_id_3868,TRUE
movie_id_464,HM_id_1204,TRUE
movie_id_466,HM_id_4488,TRUE
movie_id_469,HM_id_2708,TRUE
movie_id_471,HM_id_3135,TRUE
movie_id_475,HM_id_2508,TRUE
movie_id_477,HM_id_1441,TRUE
movie_id_516,HM_id_1441,TRUE
movie_id_3016,HM_id_1441,TRUE
movie_id_5781,HM_id_1441,TRUE
movie_id_479,HM_id_2209,TRUE
movie_id_481,HM_id_4811,TRUE
movie_id_483,HM_id_1439,TRUE
movie_id_484,HM_id_3879,TRUE
movie_id_485,HM_id_2038,TRUE
movie_id_488,HM_id_2025,TRUE
movie_id_489,HM_id_2353,TRUE
movie_id_492,HM_id_1617,TRUE
movie_id_493,HM_id_2138,TRUE
movie_id_494,HM_id_3049,TRUE
movie_id_495,HM_id_2461,TRUE
movie_id_499,HM_id_2812,TRUE
movie_id_506,HM_id_1286,TRUE
movie_id_508,HM_id_3299,TRUE
movie_id_509,HM_id_1377,TRUE
movie_id_510,HM_id_2190,TRUE
movie_id_515,HM_id_3797,TRUE
movie_id_526,HM_id_3950,TRUE
movie_id_527,HM_id_2253,TRUE
